product_name,ingredients,energy_kcal,protein_100g,fat_100g,carbohydrates_100g,allergens,price,rating
Kix Cereal,"magnesium 6% cinc 20% 20 amount in cereal. a serving of cereal plus skim milk provides 1.5 total fat, less than 5mg cholesterol, 280mg sodium, 40g total carbohydrate (10g total sugars), 7g protein, 3mcg vitamin d, 280mg calcium, 280mg potassium. the % daily value (dv) tells you how much a nutrient in a servi of food contributes to a daily diet. 2,000 calories a day is used general nutrition advice. gredients: whole grain corn, corn meal, ugar, salt, brown sugar syrup, baking sod tamin e (mixed tocopherols) added to reserve freshnees. tamins and minerels: ocalcium carbonate, on and zinc (min nutrients), vitamin c odium ascorbelo 8 vitamin (niacinamide), tamin b6 (pyridexte hydrochloride), vitamin iamin mononitrate), vitamin a (palmitate), tamin b2 (ribofiavin), a b vitamin (folic acid), tamin b12, vitamin d3.",400.0,7.5,2.5,85.0,,,
Raisin Bran,"whole grain wheat, raisins, wheat bran, sugar, wheat flour, malted barley flour, salt, vitamins and minerals: reduced iron, niacinamide (vitamin b3), zinc oxide (source of zinc), vitamin a palmitate, pyridoxine hydrochloride (vitamin b6), thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid, vitamin b12, vitamin d3,",311.0,8.2,1.64,78.7,,,
Einhorn bits,N/A,435.0,9.0,13.0,68.0,,,
Instant Oatmeal,"whole grain rolled oats, sugar, natural and artificial flavors, salt, calcium carbonate (a source of calcium), guar gum, oat flour (whole), caramel color, maple sugar, brown sugar, ferric phosphate (a source of iron), niacinamide*, pyridoxine hydrochloride (vitamin b6)*, riboflavin*, vitamin a palmitate, thiamine mononitrate*, folic acid*,",372.09,9.3,4.65,76.74,,,
Gourmet Granola Vitalité,,440.0,12.0,14.0,68.0,,,
Grape-Nuts,"Whole grain wheat flour, malted barley flour, salt, dried yeast. vitamins & minerals: reduced iron, niacinamide, zinc oxide (source of zinc), vitamin b6, thiamin mononitrate (vitamin b1), folic acid.",362.0,10.34,1.72,81.03,,,
Pétales Multicéréales,,378.0,8.2,2.8,77.0,,,
Lešnjak čokolino,"Grain 50% (wheat semolina, wheat flour) , sugar, powdered chocolate 9% (sugar, cocoa powder, (emulsify soy lecithin), llešnici 7%, biscuits (wheat flour, sugar, yeast, refined sunflower oil, skimmed milk powder), mackekos and vitamins (tiamine mononithrate, riboflavin, pyridoxine hydrochloride, l-ascorbic acid, dl-alpha tocoferoll, folic acid, nicotinamide), contains gluten,",237.0,6.5,6.6,79.0,,,
Essential Waitrose Original Instant Oats,N/A,365.0,11.9,1.6,61.6,,,
Bokomo Weet-bix 450G,"whole wheat ( gluten ) 97%, sugar, salt, barley, malt (gluten), vitamin b1, vitamin b2, niacin, electrolytic iron",353.0,12.4,2.9,63.0,en:gluten,,
Multi-Grain Cheerios,"AVOINE ENTIÈRE, MAÏS ENTIER, SUCRE ET (OU) SUCRE DORÉ, AMIDON DE MAÏS, FARINE DE RIZ BRUN, SON DE MAÏS, FARINE DE MILLET ENTIER, FARINE DE SORGHO ENTIER, SIROP DORE, SEL, CARBONATE DE CALCIUM, PHOSPHATE TRISODIQUE, MONOGLYCERIDES, COLORANT CARAMEL ET ROCOU, TOCOPHEROLS.
VITAMINES ET MINERAUX: FER, NIACINAMIDE (VITAMINE B3), PANTOTHENATE DE CALCIUM (VITAMINE B5), CHLORHYDRATE DE PYRIDOXINE (VITAMINE B6), FOLATE.
CONTIENT DES INGRÉDIENTS DE L'AVOINE.",366.667,6.667,5.0,80.0,,,
"Kellogg's Crunchy Nut Granola,chocolate & Hazelnuts 600G","k® crunchy cereal clusters with chocolate & hazelnuts. ingredients: rolled oats(47%), sugar, palm oil, chocolate chunks(11%)(sugar, cocoa mass, cocoa butter, vegetable fat{palm, shea, sal, mango} in varying proportions, milk fat, emulsifier{soy lecithin}), wheat flour, hazelnuts(3%), dried coconut, molasses, salt, barley malt extract, cinnamon. for allergens see ingredients highlighted in bold. may contain peanuts, other nuts.",497.0,8.0,25.0,57.0,,,
Cereal Choco Krispis,"Arroz, azucares anadidos (azucar), cocoa, maltodextrina, vitaminas, minerales (calcio, vitamina C, vitamina E, hierro, vitamina A, zinc, vitamina B12, vitamina D, acido folico), malta, sal yodada, aceite vegetal, saborizantes naturales, saborizantes artificiales (vainilla, dulca) colorantes artificiales (rojo 40, amarillo 6, azul 1)",381.0,5.6,1.5,86.2,,,
